WordID Frequency
(29, 144433)
(33, 72117)
(12, 64170)
(23, 56701)
(30, 48337)
(60, 42727)
(233, 39128)
(42, 33357)
(81, 27074)
(474, 26534)
(251, 19929)
(48, 19683)
(144, 19130)
(27, 18456)
(722, 18230)
(922, 18037)
(52, 17008)
(388, 15433)
(122, 14501)
(473, 13598)
(51, 13380)
(160, 13154)
(644, 12963)
(775, 12289)
(72, 11178)
(16, 11109)
(104, 10900)
(297, 10657)
(139, 9969)
(749, 9638)
(477, 9560)
(995, 9465)
(235, 9219)
(766, 9206)
(813, 9067)
(100, 8976)
(1003, 8883)
(877, 8514)
(301, 8399)
(304, 8145)
(778, 7844)
(99, 7709)
(80, 7498)
(466, 7496)
(969, 7474)
(886, 7314)
(239, 6891)
(770, 6747)
(850, 6721)
(314, 6588)
(83, 6494)
(930, 6114)
(142, 6052)
(67, 5914)
(863, 5862)
(44, 5773)
(458, 5707)
(340, 5659)
(828, 5574)
(49, 5467)
(663, 5385)
(912, 5259)
(25, 5134)
(476, 5087)
(438, 4987)
(1028, 4939)
(73, 4933)
(748, 4792)
(307, 4677)
(312, 4618)
(630, 4524)
(467, 4520)
(295, 4507)
(531, 4302)
(282, 4143)
(1030, 4070)
(1319, 4025)
(1015, 3957)
(823, 3666)
(942, 3605)
(137, 3566)
(902, 3521)
(792, 3468)
(245, 3452)
(978, 3355)
(1018, 3347)
(492, 3277)
(299, 3229)
(143, 3200)
(921, 3186)
(31, 3090)
(745, 3072)
(368, 3067)
(131, 3057)
(2045, 3053)
(1576, 2965)
(574, 2960)
(456, 2920)
(316, 2898)
(289, 2876)
(834, 2868)
(481, 2864)
(536, 2859)
(101, 2793)
(692, 2761)
(419, 2697)
(905, 2691)
(393, 2651)
(1036, 2651)
(993, 2644)
(1413, 2616)
(1023, 2570)
(972, 2509)
(782, 2489)
(1334, 2449)
(1280, 2443)
(279, 2439)
(355, 2438)
(439, 2429)
(1017, 2424)
(84, 2406)
(814, 2403)
(623, 2385)
(365, 2340)
(465, 2326)
(838, 2248)
(1863, 2219)
(1077, 2191)
(1235, 2133)
(1557, 2120)
(66, 2117)
(1245, 2106)
(888, 2071)
(1894, 2066)
(907, 2054)
(1066, 2025)
(2377, 2018)
(767, 2011)
(992, 2006)
(1124, 1985)
(3720, 1962)
(751, 1911)
(761, 1896)
(831, 1878)
(416, 1861)
(1042, 1860)
(789, 1850)
(1038, 1841)
(1033, 1836)
(3216, 1833)
(6, 1832)
(475, 1821)
(397, 1813)
(967, 1800)
(584, 1789)
(2228, 1789)
(824, 1783)
(708, 1778)
(1101, 1758)
(527, 1735)
(870, 1732)
(428, 1730)
(482, 1700)
(10268, 1693)
(626, 1675)
(391, 1672)
(785, 1662)
(563, 1660)
(4300, 1660)
(1162, 1641)
(683, 1631)
(498, 1628)
(764, 1626)
(1821, 1622)
(449, 1618)
(1545, 1617)
(705, 1611)
(1636, 1607)
(451, 1598)
(2351, 1583)
(1571, 1576)
(1065, 1552)
(28, 1551)
(2863, 1549)
(148, 1531)
(1410, 1524)
(1341, 1521)
(1196, 1515)
(1029, 1512)
(425, 1508)
(1361, 1504)
(1572, 1501)
(550, 1484)
(515, 1475)
(2247, 1473)
(988, 1471)
(1041, 1468)
(1297, 1460)
(1735, 1455)
(925, 1445)
(887, 1436)
(721, 1435)
(469, 1432)
(1025, 1420)
(966, 1393)
(1032, 1382)
(1363, 1376)
(483, 1375)
(470, 1373)
(977, 1373)
(2, 1364)
(2081, 1345)
(555, 1344)
(420, 1341)
(1071, 1310)
(1040, 1307)
(551, 1303)
(491, 1299)
(876, 1295)
(273, 1288)
(479, 1287)
(3832, 1286)
(389, 1259)
(1595, 1259)
(825, 1257)
(1120, 1255)
(76, 1247)
(7260, 1246)
(534, 1242)
(2383, 1241)
(1400, 1239)
(895, 1233)
(3903, 1231)
(2583, 1218)
(175, 1212)
(1608, 1209)
(1924, 1209)
(638, 1203)
(1777, 1200)
(1474, 1197)
(422, 1194)
(1089, 1194)
(2022, 1194)
(1153, 1189)
(1073, 1186)
(1329, 1181)
(951, 1177)
(2413, 1163)
(2829, 1162)
(2214, 1159)
(884, 1154)
(448, 1153)
(329, 1148)
(1915, 1145)
(306, 1136)
(252, 1132)
(3290, 1132)
(841, 1128)
(1202, 1127)
(4323, 1119)
(3699, 1108)
(928, 1102)
(484, 1097)
(399, 1086)
(1367, 1082)
(2379, 1082)
(10677, 1082)
(1389, 1078)
(762, 1069)
(971, 1059)
(1016, 1058)
(1365, 1053)
(117, 1045)
(613, 1039)
(920, 1036)
(277, 1034)
(646, 1033)
(1506, 1032)
(1079, 1031)
(2041, 1027)
(1332, 1020)
(1181, 1019)
(1145, 1018)
(1487, 1017)
(1552, 1016)
(760, 1015)
(725, 1014)
(2185, 1011)
(5266, 1009)
(728, 1008)
(2011, 1007)
(9, 1002)
(3816, 999)
(1116, 997)
(1302, 997)
(291, 990)
(706, 988)
(1157, 986)
(183, 981)
(320, 981)
(2188, 969)
(1559, 968)
(1345, 967)
(82, 966)
(1366, 961)
(1100, 952)
(1630, 951)
(298, 949)
(1418, 947)
(9708, 947)
(1424, 946)
(4362, 945)
(3457, 943)
(2544, 942)
(3812, 941)
(4752, 941)
(3632, 939)
(1020, 935)
(1513, 935)
(625, 929)
(6411, 925)
(2171, 922)
(2912, 921)
(1130, 918)
(2822, 918)
(1641, 917)
(755, 915)
(5406, 913)
(1947, 906)
(1155, 901)
(288, 900)
(5729, 899)
(1372, 893)
(1983, 892)
(6238, 892)
(598, 885)
(1912, 885)
(1507, 882)
(13581, 882)
(10178, 881)
(1395, 880)
(6263, 877)
(1161, 867)
(575, 866)
(88, 865)
(2364, 864)
(7350, 864)
(1135, 860)
(1149, 856)
(3042, 853)
(2234, 846)
(1462, 845)
(2136, 844)
(9068, 844)
(2369, 843)
(1262, 842)
(985, 839)
(606, 838)
(980, 838)
(1452, 836)
(102, 835)
(2295, 835)
(1099, 826)
(668, 824)
(3799, 824)
(172, 823)
(3385, 822)
(1603, 819)
(426, 815)
(1826, 812)
(3086, 809)
(4219, 809)
(1132, 808)
(1508, 806)
(7367, 806)
(3899, 802)
(2061, 800)
(10133, 798)
(11230, 798)
(1213, 796)
(54, 795)
(7993, 795)
(1056, 791)
(617, 790)
(779, 790)
(750, 786)
(486, 784)
(1211, 784)
(125, 783)
(1021, 778)
(783, 777)
(1321, 777)
(141, 776)
(2150, 776)
(5535, 775)
(1667, 773)
(1906, 768)
(1396, 767)
(1923, 766)
(3002, 765)
(1739, 758)
(2124, 757)
(37625, 754)
(95, 753)
(1067, 752)
(1546, 751)
(1511, 749)
(86, 743)
(3755, 743)
(308, 741)
(709, 741)
(1480, 741)
(275, 740)
(1217, 739)
(713, 738)
(655, 736)
(5521, 734)
(1716, 730)
(6479, 730)
(763, 729)
(424, 726)
(1635, 726)
(2417, 725)
(784, 718)
(808, 718)
(3688, 714)
(840, 711)
(2726, 710)
(1952, 708)
(890, 702)
(1463, 702)
(752, 699)
(6422, 698)
(4754, 697)
(3646, 695)
(1391, 693)
(1095, 691)
(1538, 691)
(127, 682)
(310, 680)
(1440, 680)
(1254, 679)
(1755, 678)
(35, 677)
(47540, 677)
(7361, 676)
(1098, 674)
(2836, 670)
(845, 669)
(986, 666)
(1137, 665)
(2461, 665)
(16865, 665)
(1103, 660)
(1123, 660)
(7340, 659)
(1404, 657)
(2298, 653)
(3429, 652)
(1479, 651)
(597, 649)
(1138, 646)
(1450, 644)
(2469, 644)
(970, 642)
(4159, 642)
(309, 640)
(3006, 640)
(952, 637)
(4101, 637)
(305, 636)
(32, 635)
(71, 635)
(629, 634)
(1253, 633)
(5823, 632)
(864, 631)
(4315, 631)
(5149, 626)
(742, 625)
(1833, 625)
(276, 623)
(906, 623)
(1544, 622)
(1676, 622)
(2363, 620)
(19974, 617)
(46, 616)
(2172, 614)
(5117, 614)
(2444, 613)
(7765, 612)
(4360, 611)
(1954, 610)
(17, 609)
(1502, 607)
(384, 606)
(79, 605)
(330, 604)
(4863, 603)
(267, 602)
(158, 601)
(10134, 599)
(1233, 598)
(3819, 597)
(4309, 595)
(27145, 594)
(1416, 593)
(849, 592)
(2087, 587)
(822, 586)
(12043, 586)
(2492, 584)
(8137, 584)
(315, 581)
(343, 581)
(987, 581)
(47542, 580)
(837, 578)
(9400, 577)
(1184, 576)
(1322, 576)
(4258, 574)
(511, 573)
(1558, 573)
(2030, 572)
(2236, 572)
(6309, 572)
(6367, 572)
(87, 571)
(939, 570)
(1698, 569)
(353, 568)
(1050, 567)
(10267, 566)
(1951, 565)
(3950, 565)
(4384, 563)
(1988, 561)
(4335, 561)
(2458, 560)
(2372, 556)
(6423, 556)
(4187, 555)
(1167, 554)
(10360, 554)
(155, 553)
(489, 552)
(854, 551)
(1907, 551)
(2672, 551)
(754, 550)
(583, 549)
(3633, 549)
(4761, 549)
(1663, 548)
(5783, 548)
(2465, 547)
(10295, 547)
(9173, 545)
(1255, 544)
(3504, 544)
(2111, 542)
(9837, 542)
(1646, 541)
(16628, 541)
(3138, 540)
(6394, 538)
(3450, 537)
(472, 535)
(7330, 535)
(1421, 532)
(661, 531)
(832, 529)
(1125, 529)
(19036, 529)
(903, 528)
(3232, 528)
(1005, 527)
(1614, 527)
(2179, 527)
(10631, 527)
(2606, 526)
(89, 525)
(2191, 525)
(460, 524)
(2487, 523)
(1901, 522)
(3132, 522)
(5509, 522)
(2619, 521)
(1323, 520)
(2320, 519)
(2523, 519)
